name,asymmetry,diameter,red,green,blue,contrast,correlation,energy,homogeneity
ISIC_0030180,0,2.78,18.3177,11.097,10.787,206.9109,0.9344,0.8933,0.9179
ISIC_0030181,1,6.14,56.5542,42.4577,46.2508,727.8619,0.92,0.6517,0.7488
ISIC_0030182,0,5.3,105.758,73.261,57.2853,465.73,0.9445,0.3693,0.4926
ISIC_0030183,0,4.52,24.4891,15.638,16.612,282.1068,0.9043,0.7896,0.8314
ISIC_0030184,0,1.26,2.6435,1.3419,0.9829,31.1254,0.8538,0.9668,0.9715
ISIC_0030185,0,1.9,9.7994,3.357,3.4018,91.1495,0.8925,0.9298,0.9405
ISIC_0030186,0,3.14,34.2897,14.6572,13.7258,208.4479,0.9455,0.8086,0.8542
ISIC_0030187,0,5.06,40.0649,30.3529,36.4722,265.2352,0.9175,0.4288,0.5822
ISIC_0030188,1,4.96,48.482,26.2371,25.4365,348.2626,0.9348,0.6902,0.7451
ISIC_0030189,0,4.92,6.7021,3.7599,5.9914,76.3876,0.8313,0.8309,0.8764
ISIC_0030190,1,1.54,10.7561,5.2105,4.4961,128.243,0.9245,0.9444,0.9571
ISIC_0030191,0,4.28,44.791,28.9197,28.6085,537.8476,0.9336,0.767,0.8229
ISIC_0030192,1,6.1,92.5376,44.1579,39.3765,466.7508,0.9339,0.4853,0.6035
ISIC_0030193,0,2.16,17.9768,9.1109,10.0895,158.9481,0.9351,0.8886,0.9195
ISIC_0030194,0,3.54,19.9417,11.1855,10.4177,112.0576,0.9336,0.7991,0.8403
ISIC_0030195,1,3.92,55.1719,22.6164,22.3176,220.5786,0.9562,0.6927,0.7865
ISIC_0030196,0,2.86,21.9763,6.8655,8.6349,115.759,0.9239,0.8348,0.863
ISIC_0030197,1,2.82,19.4728,12.5233,14.8624,333.6111,0.9075,0.8789,0.8959
ISIC_0030198,0,2.06,8.9024,4.9193,4.5964,102.138,0.894,0.9164,0.9291
ISIC_0030199,0,3.26,38.9407,14.4927,14.4805,221.9667,0.9368,0.7716,0.8222
ISIC_0030200,0,4.66,68.7572,25.822,30.5537,292.0502,0.9506,0.6419,0.7492
ISIC_0030201,0,2.02,11.7573,3.6144,4.4076,101.7247,0.905,0.9258,0.9377
ISIC_0030202,0,3.14,32.9028,12.5919,17.8833,199.2351,0.9361,0.7933,0.8393
ISIC_0030203,0,5.34,70.9285,54.7807,59.6683,430.5034,0.9431,0.4822,0.5629
ISIC_0030204,0,4.0,67.2542,35.0016,28.4155,431.2809,0.9487,0.6712,0.7625
ISIC_0030205,0,5.16,79.932,33.0826,34.7294,282.3315,0.9397,0.479,0.6368
ISIC_0030206,0,2.7,19.9435,5.8901,5.717,105.3638,0.9096,0.8292,0.8691
ISIC_0030207,0,4.46,59.3891,33.8631,26.4432,298.9807,0.9602,0.6835,0.7869
ISIC_0030208,1,2.74,21.5012,15.81,13.6819,200.2839,0.9469,0.855,0.8838
ISIC_0030209,0,1.96,9.7642,4.9067,3.606,97.2757,0.9039,0.9177,0.9288
ISIC_0030210,1,2.36,16.8362,11.515,8.4115,132.0951,0.9548,0.8943,0.9291
ISIC_0030211,0,4.98,35.7656,27.4647,36.4173,415.9474,0.8977,0.6095,0.6685
ISIC_0030212,0,2.04,6.3969,2.4451,2.6826,71.6632,0.8776,0.9509,0.9577
ISIC_0030213,0,0.06,56.12,20.914,24.3603,261.4884,0.9443,0.6802,0.7599
ISIC_0030214,1,1.98,11.5269,3.3149,3.0948,71.5905,0.9166,0.9213,0.9349
ISIC_0030215,0,2.14,14.5482,4.6207,4.1105,107.5403,0.9123,0.9057,0.922
ISIC_0030216,0,3.36,37.9776,19.0466,20.1227,271.654,0.9353,0.7527,0.8022
ISIC_0030217,0,5.1,85.4893,32.1543,27.455,323.4921,0.9386,0.5116,0.6346
ISIC_0030218,0,2.38,24.2191,9.2752,9.4682,151.24,0.9421,0.8652,0.8921
ISIC_0030219,0,2.64,25.7178,13.824,11.6632,247.6306,0.9309,0.8481,0.8708
ISIC_0030220,0,3.14,36.6157,20.5928,19.1433,411.3501,0.9381,0.829,0.868
ISIC_0030221,0,2.56,24.5002,13.292,13.245,246.6433,0.9355,0.8634,0.8902
ISIC_0030222,0,2.22,11.8381,4.0796,4.737,83.2272,0.9077,0.9049,0.9195
ISIC_0030223,0,5.1,41.9574,23.3258,18.7101,298.8251,0.9264,0.692,0.7558
ISIC_0030224,0,5.48,64.8036,29.975,27.2907,355.4746,0.9439,0.6456,0.7346
ISIC_0030225,1,5.76,54.5299,25.8138,22.7163,249.8663,0.9236,0.541,0.619
ISIC_0030226,2,4.78,65.324,45.1685,40.4716,647.4981,0.9401,0.664,0.7753
ISIC_0030227,0,3.44,29.2457,20.3441,17.3612,348.0484,0.9372,0.8327,0.8683
ISIC_0030228,0,4.04,37.0279,11.7384,11.3188,132.7475,0.9413,0.7288,0.8006
ISIC_0030229,0,2.4,10.6632,6.3572,6.493,177.7017,0.9022,0.9344,0.951
ISIC_0030230,0,2.22,19.7197,12.4509,10.6338,216.0135,0.9458,0.8996,0.9182
ISIC_0030231,0,0.02,29.4823,17.7881,17.8777,516.5096,0.9019,0.8391,0.8741
ISIC_0030232,0,2.14,8.0558,4.1539,3.5617,88.4356,0.8831,0.9189,0.9306
ISIC_0030233,0,5.54,65.1009,42.5369,36.5782,867.509,0.9144,0.6584,0.728
ISIC_0030234,0,4.44,54.5755,14.439,16.2639,176.4418,0.9224,0.577,0.6886
ISIC_0030235,0,2.8,20.1646,7.2635,7.8779,146.409,0.9227,0.8729,0.8989
ISIC_0030236,0,4.64,58.268,21.0193,23.0657,195.0881,0.9313,0.5367,0.6605
ISIC_0030237,0,3.6,42.0105,17.5822,14.5876,268.4187,0.9374,0.766,0.8163
ISIC_0030238,0,3.84,53.1112,31.9587,29.5853,386.1349,0.9457,0.6947,0.757
ISIC_0030239,1,3.96,51.8173,20.8439,18.8383,293.5536,0.9334,0.6863,0.7606
ISIC_0030240,0,4.7,24.4726,18.3772,21.1976,225.9845,0.9341,0.7906,0.8344
ISIC_0030241,0,2.08,1.3996,0.8664,1.129,32.0518,0.7565,0.9757,0.9772
ISIC_0030242,1,5.2,50.7994,27.1052,29.8722,997.3423,0.8525,0.7092,0.7526
ISIC_0030243,0,4.24,51.4243,30.6875,22.3692,372.497,0.9423,0.6949,0.7553
ISIC_0030244,1,0.04,1.7211,1.3171,1.334,48.1012,0.7948,0.9766,0.9801
ISIC_0030245,0,3.22,22.17,12.7904,11.1153,244.1635,0.9259,0.8633,0.8906
ISIC_0030246,0,4.1,43.3222,19.9947,13.4072,310.2126,0.9362,0.7639,0.8069
ISIC_0030247,0,1.68,11.1795,7.4676,6.8831,120.8359,0.9372,0.9248,0.9382
ISIC_0030248,0,3.56,42.253,17.5208,15.6944,229.9543,0.9503,0.7796,0.8346
ISIC_0030249,0,0.08,61.7713,44.8597,40.7638,917.5443,0.9127,0.6619,0.7602
ISIC_0030250,0,6.24,95.2174,43.9702,50.1928,285.8378,0.9541,0.4465,0.5937
ISIC_0030251,1,1.26,3.7509,1.9069,1.5154,51.4651,0.875,0.9664,0.9713
ISIC_0030252,1,3.1,29.9087,11.7926,13.6125,150.758,0.9472,0.8125,0.8524
ISIC_0030253,0,1.32,6.8126,3.4862,2.6323,81.1172,0.9146,0.9576,0.9648
ISIC_0030254,0,2.42,19.9088,8.1313,6.8153,160.7652,0.9316,0.8914,0.9173
ISIC_0030255,1,1.02,2.2349,0.8072,0.7366,28.5605,0.8188,0.9752,0.9775
ISIC_0030256,0,2.18,18.8409,8.361,8.7411,138.6923,0.9365,0.8831,0.9083
ISIC_0030257,0,1.3,7.345,3.1682,3.0638,86.7007,0.9127,0.9586,0.9654
ISIC_0030258,0,0.92,14.937,9.3798,7.5569,191.6431,0.889,0.8632,0.8832
ISIC_0030259,0,3.52,27.1872,10.4176,11.1965,220.9645,0.922,0.8409,0.8737
ISIC_0030260,0,1.86,11.1532,6.7291,5.7564,138.3283,0.9188,0.9245,0.9364
ISIC_0030261,1,4.88,28.478,22.9373,22.0052,767.7352,0.8923,0.8435,0.8844
ISIC_0030262,0,2.72,28.3195,11.1312,10.146,163.4157,0.9479,0.8442,0.876
ISIC_0030263,1,4.7,13.2963,14.935,16.7002,336.0126,0.9163,0.8948,0.9087
ISIC_0030264,0,4.72,72.6508,48.2822,37.5782,593.1551,0.9414,0.606,0.6938
ISIC_0030265,0,2.7,23.3487,11.8194,11.3347,205.8668,0.9393,0.8714,0.8975
ISIC_0030266,0,5.38,71.3721,35.2434,32.685,464.6968,0.9403,0.6325,0.7198
ISIC_0030267,0,3.3,39.4471,21.2305,21.6767,397.7467,0.9443,0.8238,0.8796
ISIC_0030268,0,3.84,47.6068,25.4802,24.7335,432.0908,0.9294,0.7202,0.7616
ISIC_0030269,0,2.8,22.8003,10.2755,10.3256,192.4322,0.9263,0.8583,0.8834
ISIC_0030270,0,5.08,47.1649,16.3549,18.9734,202.0835,0.9438,0.7121,0.7975
ISIC_0030271,1,0.02,3.7671,2.1545,2.0549,59.7668,0.8659,0.9631,0.9697
ISIC_0030272,0,2.2,18.368,14.1344,12.0453,340.8054,0.9321,0.9099,0.9288
ISIC_0030273,0,3.24,23.5099,13.0776,12.3088,181.5543,0.9316,0.8208,0.8498
ISIC_0030274,1,3.78,36.2446,15.4576,19.9263,240.3707,0.932,0.7677,0.8242
ISIC_0030275,0,1.12,2.4127,2.0827,2.3064,72.0861,0.8356,0.9731,0.9748
ISIC_0030276,0,5.78,72.6773,54.2181,62.2352,541.5312,0.9215,0.4476,0.5394
ISIC_0030277,1,4.14,25.0863,16.6883,14.0217,322.6337,0.9201,0.8382,0.8723
ISIC_0030278,0,3.4,55.6065,31.6563,31.8001,404.7314,0.9586,0.7534,0.835
ISIC_0030279,1,1.88,11.1136,6.2167,5.7859,127.4647,0.928,0.9324,0.9415
ISIC_0030280,0,2.48,10.6254,5.1335,6.5172,152.5062,0.8753,0.9143,0.9256
ISIC_0030281,1,1.52,0.8993,0.7419,0.761,31.4099,0.738,0.9818,0.9844
ISIC_0030282,0,2.18,16.5409,7.0203,7.2045,159.679,0.9167,0.8981,0.9152
ISIC_0030283,0,0.98,4.1475,1.4437,2.4968,48.2205,0.8963,0.9739,0.9793
ISIC_0030284,0,3.0,23.4043,13.3259,11.4703,176.7194,0.9222,0.7901,0.8264
ISIC_0030285,1,0.06,43.9424,30.595,31.4717,568.1753,0.9318,0.7624,0.8517
ISIC_0030286,0,4.88,78.0259,33.9436,35.0813,390.0072,0.9397,0.5694,0.6824
ISIC_0030287,1,4.8,55.186,20.4125,23.6075,350.0967,0.9263,0.6898,0.7588
ISIC_0030288,0,3.52,37.8267,18.7521,17.365,397.2929,0.9296,0.8145,0.8568
ISIC_0030289,0,5.48,69.4988,25.9174,27.4237,206.6764,0.9458,0.5302,0.6454
ISIC_0030290,1,1.74,10.6528,3.8627,3.9903,88.0788,0.9161,0.9291,0.9433
ISIC_0030291,0,1.48,9.0116,5.0031,5.1445,148.1892,0.9235,0.9584,0.9662
ISIC_0030292,0,2.26,19.0187,6.1307,6.3629,117.799,0.9229,0.873,0.9012
ISIC_0030293,0,6.48,91.0328,29.5702,45.0239,243.6666,0.9475,0.4675,0.6413
ISIC_0030294,0,1.74,11.8638,4.4117,3.4331,101.7002,0.9204,0.9319,0.9438
ISIC_0030295,0,1.58,7.8244,2.6196,2.5672,83.5311,0.8876,0.9494,0.9564
ISIC_0030296,0,2.42,17.5852,9.4998,8.636,207.1091,0.9242,0.8985,0.9148
ISIC_0030297,2,6.68,88.1155,51.9086,45.5201,972.1088,0.9061,0.5449,0.6251
ISIC_0030298,0,2.12,16.9793,7.3703,6.8815,135.7514,0.9357,0.9029,0.9202
ISIC_0030299,0,1.88,7.8838,3.0799,2.5803,74.6016,0.8805,0.9322,0.9421
ISIC_0030300,0,1.34,0.7284,0.551,0.6657,24.8042,0.6411,0.9846,0.987
ISIC_0030301,0,4.94,70.1939,26.2419,22.6112,353.6959,0.9323,0.6106,0.7007
ISIC_0030302,0,2.5,21.8737,8.8513,7.5795,173.0559,0.9304,0.8784,0.9009
ISIC_0030303,0,2.78,30.4608,23.0069,23.9125,412.8645,0.9442,0.8433,0.8996
ISIC_0030304,0,4.86,42.6993,29.9119,30.9749,566.9554,0.9319,0.7723,0.8361
ISIC_0030305,0,2.84,15.502,7.5572,6.9236,131.1774,0.898,0.8468,0.8714
ISIC_0030306,1,3.8,49.0,18.4201,18.3753,261.0998,0.9367,0.712,0.7821
ISIC_0030307,0,2.14,15.8986,7.4275,6.6217,203.9875,0.9148,0.918,0.9301
ISIC_0030308,0,3.1,27.5686,11.943,10.0031,238.0319,0.9243,0.8415,0.8752
ISIC_0030309,1,3.7,67.3601,38.4041,38.9685,832.1249,0.9173,0.6748,0.7752
ISIC_0030310,0,6.78,45.9877,34.6033,31.4843,427.1914,0.9276,0.6536,0.726
ISIC_0030311,0,2.72,28.899,15.744,12.2098,245.4852,0.9387,0.8313,0.8631
ISIC_0030312,0,2.78,21.5234,16.5118,15.3759,201.6466,0.9483,0.8507,0.8953
ISIC_0030313,1,2.12,13.5801,9.714,14.1949,164.6627,0.9286,0.8912,0.9127
ISIC_0030314,1,1.34,3.0814,2.2728,2.4161,93.0097,0.8451,0.9757,0.9792
ISIC_0030315,0,4.8,74.9953,25.3752,23.3997,261.4631,0.9383,0.5424,0.6311
ISIC_0030316,0,4.84,57.407,34.4682,31.1881,753.1409,0.914,0.7032,0.7681
ISIC_0030317,0,3.38,38.1521,11.161,13.3531,149.1942,0.9388,0.746,0.8115
ISIC_0030318,1,6.0,46.3515,37.6886,41.4033,628.915,0.9135,0.6671,0.7565
ISIC_0030319,0,2.8,20.303,12.6839,11.2517,347.004,0.8837,0.8575,0.8784
ISIC_0030320,0,5.0,81.5619,26.2022,31.4208,280.396,0.9328,0.5037,0.6162
ISIC_0030321,0,0.1,17.0648,12.4731,10.7812,270.5939,0.9214,0.8942,0.9159
ISIC_0030322,0,2.38,19.8866,10.2988,7.9786,273.1472,0.9144,0.8969,0.9189
ISIC_0030323,0,5.84,72.0951,47.6277,52.9329,986.54,0.9194,0.6451,0.7719
ISIC_0030324,0,1.62,6.2241,3.2842,2.4461,97.8674,0.876,0.9545,0.9621
ISIC_0030325,0,1.94,11.8912,3.4525,3.7822,78.1835,0.9072,0.9105,0.9239
ISIC_0030326,0,2.36,7.0436,4.0985,5.0306,56.0373,0.936,0.9396,0.9519
ISIC_0030327,1,4.32,59.1885,22.6942,23.0079,319.6157,0.9387,0.6793,0.7502
ISIC_0030328,0,3.8,51.0802,29.7915,22.1343,321.4643,0.9549,0.7283,0.7859
ISIC_0030329,1,3.1,15.8626,11.9307,11.976,398.2105,0.8704,0.8865,0.9114
ISIC_0030330,0,3.26,34.2894,13.6451,18.0812,199.667,0.942,0.7933,0.8422
ISIC_0030331,0,4.82,66.8247,31.1259,33.5394,394.407,0.9468,0.6608,0.7455
ISIC_0030332,0,2.38,16.0841,5.3698,5.8963,100.8912,0.9203,0.8826,0.906
ISIC_0030333,0,3.4,10.6129,5.0692,4.8942,61.5218,0.8962,0.7922,0.8335
ISIC_0030334,0,1.2,3.1632,1.5086,1.6734,36.3502,0.8717,0.9658,0.9721
ISIC_0030335,0,4.42,23.2786,18.0215,18.3469,345.3451,0.9158,0.8287,0.8733
ISIC_0030336,0,1.76,6.6426,2.5316,2.0206,50.0984,0.9074,0.9458,0.9546
ISIC_0030337,2,7.02,111.7973,61.1033,65.0711,1057.7603,0.9068,0.4664,0.6511
ISIC_0030338,0,1.78,10.1441,2.823,2.6399,75.6759,0.8963,0.9259,0.9361
ISIC_0030339,1,5.26,53.3806,31.9816,31.9643,411.5553,0.9377,0.6731,0.7649
ISIC_0030340,0,2.6,20.9331,13.1427,12.0542,307.898,0.9257,0.8897,0.9115
ISIC_0030341,0,1.22,55.5583,37.755,41.707,607.5367,0.9346,0.6903,0.7494
ISIC_0030342,1,3.08,25.3659,11.0683,9.9096,167.1077,0.9442,0.8579,0.8929
ISIC_0030343,1,3.14,24.208,7.1304,9.5127,159.0367,0.8916,0.7894,0.8282
ISIC_0030344,0,5.32,57.433,41.1871,46.7431,876.2661,0.9195,0.6961,0.7591
ISIC_0030345,0,3.36,30.9961,19.1701,19.6285,348.2318,0.9487,0.86,0.9149
ISIC_0030346,0,4.8,21.1784,16.7695,17.5213,287.9096,0.9233,0.8408,0.8805
ISIC_0030347,0,1.54,9.3238,3.9474,3.658,102.3574,0.9195,0.9502,0.9593
ISIC_0030348,1,1.54,1.0801,0.8482,1.0821,27.0741,0.7871,0.9799,0.983
ISIC_0030349,0,0.94,0.4775,0.2765,0.3461,11.6032,0.6568,0.9915,0.9931
ISIC_0030350,1,1.76,2.1409,1.6648,1.5302,66.557,0.8122,0.9779,0.9792
ISIC_0030351,0,2.68,24.8444,11.8395,8.8353,221.5102,0.9365,0.8724,0.8997
ISIC_0030352,0,2.62,24.1175,18.1541,18.0369,397.3082,0.9375,0.8813,0.9176
ISIC_0030353,0,0.02,46.8801,20.6011,20.6098,268.3447,0.9467,0.7417,0.798
ISIC_0030354,0,1.5,5.4188,2.3999,1.4834,72.9003,0.8526,0.9515,0.957
ISIC_0030355,0,2.14,3.0373,1.6868,1.5505,30.4062,0.8015,0.9206,0.946
ISIC_0030356,0,4.2,50.7279,21.475,27.4079,218.1131,0.9355,0.6042,0.6947
ISIC_0030357,0,4.18,42.7751,14.4804,14.8476,241.8512,0.9277,0.7363,0.7899
ISIC_0030358,0,4.58,32.4592,23.4883,23.5564,378.7752,0.9406,0.8147,0.8823
ISIC_0030359,1,2.56,21.3444,6.8756,6.5365,110.7227,0.9348,0.863,0.8965
ISIC_0030360,1,3.96,15.0926,9.5579,9.1151,103.6481,0.9467,0.8789,0.9077
ISIC_0030361,1,3.78,50.6329,28.0089,21.4239,267.864,0.9433,0.6515,0.717
ISIC_0030362,0,2.52,6.6989,4.0167,3.9662,74.9844,0.836,0.8701,0.8947
ISIC_0030363,0,3.54,35.9376,15.0124,15.0966,234.9024,0.9401,0.7983,0.8462
ISIC_0030364,0,3.68,37.4,14.0815,12.3786,234.38,0.9311,0.7822,0.8371
ISIC_0030365,0,3.74,33.5775,18.947,14.9653,355.9958,0.9257,0.8059,0.8386
ISIC_0030366,0,3.68,39.4594,19.8109,21.0919,274.5775,0.9363,0.7454,0.8017
ISIC_0030367,1,3.12,26.9573,15.8145,14.6883,181.179,0.947,0.8107,0.8452
ISIC_0030368,0,3.7,38.601,11.8791,17.0077,185.0418,0.9342,0.7533,0.817
ISIC_0030369,0,1.38,1.2856,0.7739,0.7891,23.4042,0.8166,0.9831,0.9843
ISIC_0030370,1,2.86,20.5203,11.6725,8.2641,171.7215,0.9227,0.8374,0.8653
ISIC_0030371,0,1.16,1.8348,0.7797,0.8051,18.0324,0.8626,0.9791,0.983
ISIC_0030372,0,3.48,26.5384,16.8519,15.6598,353.093,0.9287,0.8554,0.8933
ISIC_0030373,0,2.52,23.9406,8.5742,8.3152,149.5984,0.9363,0.8631,0.8987
ISIC_0030374,0,2.54,14.122,4.4569,4.7712,62.9931,0.9357,0.8897,0.9187
ISIC_0030375,2,6.44,76.2721,54.0241,62.7707,741.9742,0.9174,0.5167,0.6128
ISIC_0030376,0,4.52,70.2573,28.3015,24.7343,313.9875,0.9454,0.6181,0.7124
ISIC_0030377,1,6.28,49.5632,33.6572,34.8963,825.8334,0.9029,0.7182,0.7785
ISIC_0030378,1,0.06,4.7646,3.6579,4.0868,122.4734,0.8765,0.9624,0.9672
ISIC_0030379,0,2.8,30.2944,13.0797,10.9878,201.8856,0.9424,0.8342,0.8662
ISIC_0030380,1,2.88,32.4503,15.4451,12.852,260.5058,0.9408,0.8331,0.8744
ISIC_0030381,0,2.0,10.2261,2.967,2.802,73.4531,0.9112,0.9344,0.9455
ISIC_0030382,0,4.72,45.249,25.7183,23.0811,379.3982,0.9197,0.6825,0.7322
ISIC_0030383,1,0.04,18.4239,14.3263,14.4834,326.9329,0.9229,0.889,0.9146
ISIC_0030384,0,2.08,13.5768,9.2275,8.7829,143.1697,0.9359,0.9022,0.913
ISIC_0030385,0,3.88,50.3615,20.1642,20.0536,303.0937,0.9409,0.7372,0.7993
ISIC_0030386,0,5.12,67.6403,23.9163,24.2463,255.5672,0.9337,0.5541,0.6685
ISIC_0030387,0,3.16,19.744,14.0619,13.6424,288.6879,0.928,0.8817,0.9173
ISIC_0030388,0,2.08,19.953,11.5672,9.9199,200.2323,0.9419,0.8924,0.9153
ISIC_0030389,0,3.48,46.5617,17.0147,17.2507,220.447,0.9413,0.7199,0.7843
ISIC_0030390,1,4.54,29.633,15.5694,15.048,304.3927,0.9107,0.7874,0.8183
ISIC_0030391,0,1.76,10.8236,4.8587,3.8207,103.1762,0.9108,0.924,0.9352
ISIC_0030392,0,3.04,28.734,10.0482,12.155,117.0012,0.9406,0.7808,0.8324
ISIC_0030393,1,4.02,42.3656,15.7746,13.3194,182.6368,0.9479,0.7455,0.8122
ISIC_0030394,0,0.16,14.0256,10.1898,9.1251,218.1677,0.9163,0.9043,0.9282
ISIC_0030395,0,4.54,49.3768,19.1794,19.3525,278.675,0.9362,0.7132,0.7867
ISIC_0030396,1,4.86,19.8314,15.8002,17.9346,237.3749,0.9316,0.8449,0.8896
ISIC_0030397,0,2.0,11.3672,5.3401,5.3955,133.2726,0.9145,0.9326,0.9424
ISIC_0030398,0,4.72,64.8098,25.7427,30.4887,271.2303,0.9476,0.6265,0.7192
ISIC_0030399,0,2.24,14.4406,7.771,6.2933,168.9544,0.9088,0.8998,0.9148
ISIC_0030400,0,3.06,34.5762,14.8946,13.7851,258.5452,0.9358,0.8112,0.8484
ISIC_0030401,0,1.54,6.9014,3.6109,2.7204,109.7114,0.8853,0.9546,0.9603
ISIC_0030402,0,2.82,23.3421,9.3683,11.287,142.035,0.9329,0.8328,0.8696
ISIC_0030403,0,5.5,113.4248,77.8082,73.9223,605.5423,0.9602,0.4831,0.6692
ISIC_0030404,0,5.44,50.8303,35.2677,39.3378,258.3597,0.9419,0.5479,0.6476
ISIC_0030405,1,3.9,44.5897,20.062,24.2031,290.4497,0.9284,0.7017,0.7646
ISIC_0030406,0,2.74,7.2665,5.0297,4.1133,114.2696,0.8979,0.9415,0.9498
ISIC_0030407,0,0.0,24.4563,8.9003,9.2387,196.3405,0.9112,0.8347,0.8699
ISIC_0030408,0,4.7,6.8719,3.1107,5.0704,112.1985,0.8154,0.923,0.9338
ISIC_0030409,1,1.88,13.5455,4.9174,4.9446,108.397,0.9224,0.9187,0.933
ISIC_0030410,0,3.62,33.3815,25.4561,25.3491,227.8461,0.9556,0.758,0.8237
ISIC_0030411,0,2.28,17.3333,6.1058,6.7607,119.5063,0.9259,0.8887,0.9063
ISIC_0030412,0,2.02,12.0631,3.9199,4.3131,91.2296,0.9129,0.9209,0.9389
ISIC_0030413,0,2.22,11.7626,3.7525,3.316,63.6753,0.923,0.9085,0.9297
ISIC_0030414,1,4.4,44.3451,17.0925,20.3599,250.9764,0.9343,0.7194,0.7962
ISIC_0030415,1,2.12,15.8169,6.3828,6.921,139.6,0.9256,0.9086,0.9258
ISIC_0030416,0,4.68,19.4929,13.4768,13.888,239.2675,0.9248,0.8629,0.8911
ISIC_0030417,1,5.56,43.3036,27.9271,31.035,921.5494,0.8765,0.7494,0.7818
ISIC_0030418,0,2.66,25.5876,11.9896,11.3527,174.1959,0.9412,0.8395,0.8706
ISIC_0030419,1,2.5,23.072,8.0916,7.891,165.9673,0.9238,0.8604,0.8842
ISIC_0030420,0,2.06,8.8876,4.1155,3.2161,82.7339,0.8986,0.9109,0.9221
ISIC_0030421,0,1.92,14.4184,6.2868,4.745,139.9814,0.9221,0.9174,0.93
ISIC_0030422,0,6.06,63.5961,42.8487,42.9563,495.9346,0.9483,0.6507,0.7365
ISIC_0030423,1,3.52,23.3521,13.6854,9.4106,319.3004,0.9031,0.849,0.8734
ISIC_0030424,0,2.56,19.114,5.5273,7.2916,111.4843,0.9244,0.8719,0.8981
ISIC_0030425,1,3.68,25.0353,17.9698,16.9489,417.2195,0.9082,0.8377,0.8776
ISIC_0030426,0,4.6,43.6456,28.2997,31.2258,291.2832,0.9501,0.7108,0.7887
ISIC_0030427,0,3.38,22.9036,15.6032,17.1846,534.5871,0.8952,0.876,0.8986
ISIC_0030428,0,3.76,30.7911,13.5934,11.1382,179.8167,0.951,0.832,0.866
ISIC_0030429,1,2.26,13.414,11.4076,11.9109,306.4657,0.9098,0.9137,0.9324
ISIC_0030430,0,1.38,6.5975,3.3188,3.2489,88.0044,0.9204,0.9648,0.9707
ISIC_0030431,0,1.16,5.2449,2.8276,2.7487,108.1778,0.8952,0.9736,0.978
ISIC_0030432,0,3.34,33.6524,22.8849,18.901,209.1501,0.9445,0.7255,0.7762
ISIC_0030433,0,1.6,10.5485,4.5049,4.0184,107.1527,0.9194,0.9388,0.9503
ISIC_0030434,1,2.6,6.1756,2.4371,2.7806,45.3313,0.8914,0.9285,0.9475
ISIC_0030435,1,3.5,49.6186,18.0466,13.6034,296.738,0.9355,0.7446,0.7992
ISIC_0030436,0,3.42,32.4558,14.7725,14.1073,350.6713,0.9075,0.7968,0.824
ISIC_0030437,0,2.92,16.4673,5.5381,5.1547,134.7287,0.9002,0.8865,0.9062
ISIC_0030438,0,2.4,16.3452,6.1959,6.2534,110.473,0.9313,0.8959,0.9198
ISIC_0030439,0,5.1,89.4557,35.0407,34.8755,366.7382,0.9433,0.5293,0.6535
ISIC_0030440,0,1.84,4.8216,2.8588,3.1852,61.5793,0.8583,0.9353,0.942
ISIC_0030441,0,2.54,25.1194,9.5587,9.3987,172.2241,0.9338,0.856,0.8848
ISIC_0030442,0,4.08,54.9134,36.9024,31.6368,1014.9096,0.8858,0.6937,0.7618
ISIC_0030443,0,2.1,14.7731,8.4214,6.6923,162.6302,0.9341,0.9159,0.9293
ISIC_0030444,0,2.64,18.5719,7.0027,4.6276,191.1963,0.8848,0.8692,0.8875
ISIC_0030445,0,1.44,44.6842,29.9335,38.1973,568.6675,0.913,0.7062,0.7862
ISIC_0030446,0,0.24,9.5437,9.0745,9.1453,185.0119,0.9214,0.9251,0.9383
ISIC_0030447,0,2.72,15.4743,7.4855,5.8958,137.2552,0.9121,0.8745,0.8963
ISIC_0030448,0,4.46,60.2805,29.9297,26.4134,430.3827,0.9428,0.7006,0.7737
ISIC_0030449,0,3.24,34.8936,13.4423,11.6728,234.1349,0.9319,0.7995,0.8395
ISIC_0030450,0,2.78,17.1678,4.8664,5.4286,76.6658,0.9083,0.8251,0.8731
ISIC_0030451,1,3.24,20.364,11.8311,9.4344,262.3756,0.9094,0.8662,0.888
ISIC_0030452,0,5.44,36.029,26.4693,26.2364,338.8306,0.9433,0.766,0.8253
ISIC_0030453,0,1.32,6.1907,2.3051,2.4434,77.5675,0.8843,0.9607,0.9664
ISIC_0030454,0,1.16,4.7535,1.9368,2.283,61.6687,0.8894,0.9689,0.9735
ISIC_0030455,1,2.2,10.4018,5.1092,4.6947,87.2944,0.9015,0.8919,0.9077
ISIC_0030456,0,2.0,10.1228,4.9707,4.6941,111.223,0.8999,0.9152,0.9274
ISIC_0030457,0,1.92,9.9164,2.6582,3.8058,49.7415,0.9148,0.9114,0.9288
ISIC_0030458,0,3.0,27.3542,16.9187,16.9836,301.4663,0.9433,0.8607,0.8925
ISIC_0030459,1,4.32,41.5778,29.9771,32.2861,774.695,0.9075,0.7689,0.835
ISIC_0030460,1,3.42,20.0812,12.7311,13.1777,147.7405,0.932,0.8083,0.8385
ISIC_0030461,0,2.26,15.1429,4.9902,5.3645,116.291,0.913,0.8996,0.9172
ISIC_0030462,0,3.64,18.6393,9.1487,7.4124,96.5323,0.9443,0.8418,0.8725
